source_name,company,provider_family,board_identifier,endpoint,endpoint_type,country,active,configuration,pagination,source_file,source_health_metadata,fetch_succeeds,raw_job_count,normalized_job_count,fresh_job_count,unique_job_count,eligible_job_count,candidate_relevant_job_count,duplicate_rate,fetch_time_ms,error_failure_type,eligible_measurement,provider_total,marginal_unique_job_count,stale_job_count,future_date_count,unknown_date_count,canonical_url_unique_count,marginal_canonical_url_unique_count,default_title_gate_count,explicit_india_location_count,synthetic_india_software_proxy_count,remote_location_mention_count,missing_title_count,missing_location_count,missing_description_count,salary_present_count,experience_present_count,local_analysis_ms,http_calls,response_bytes,http_time_ms
lever:paytm,Paytm,lever,paytm,https://api.lever.co/v0/postings/paytm?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,203,203,59,185,UNKNOWN,UNKNOWN,0.08867,6648.776,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,185,144,0,0,203,203,12,162,8,0,0,0,1,0,194,20.128,1,3174794,6365.948
lever:meesho,Meesho,lever,meesho,https://api.lever.co/v0/postings/meesho?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,49,49,5,48,UNKNOWN,UNKNOWN,0.020408,2915.7,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,48,44,0,0,49,49,6,46,6,0,0,0,5,0,46,1.249,1,853274,2862.332
lever:mindtickle,Mindtickle,lever,mindtickle,https://api.lever.co/v0/postings/mindtickle?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,19,19,4,19,UNKNOWN,UNKNOWN,0.0,2293.598,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,19,15,0,0,19,19,4,19,4,0,0,0,0,0,17,3.745,1,362697,2257.547
lever:hevodata,Hevo Data,lever,hevodata,https://api.lever.co/v0/postings/hevodata?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,48,48,7,45,UNKNOWN,UNKNOWN,0.0625,2588.524,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,45,41,0,0,48,48,10,46,10,0,0,0,1,0,47,1.358,1,731264,2556.841
lever:zeta,Zeta,lever,zeta,https://api.lever.co/v0/postings/zeta?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,21,21,6,20,UNKNOWN,UNKNOWN,0.047619,2673.827,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,20,15,0,0,21,21,3,19,2,0,0,0,1,0,21,0.497,1,654171,2661.663
lever:fampay,FamPay,lever,fampay,https://api.lever.co/v0/postings/fampay?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,14,14,0,14,UNKNOWN,UNKNOWN,0.0,4090.958,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,14,14,0,0,14,14,3,14,3,0,0,0,0,0,13,0.395,1,257879,4084.529
lever:cred,CRED,lever,cred,https://api.lever.co/v0/postings/cred?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,11,11,0,11,UNKNOWN,UNKNOWN,0.0,1981.914,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,11,11,0,0,11,11,0,10,0,0,0,0,1,0,11,4.741,1,92182,1974.919
lever:coderio,Coderio,lever,coderio,https://api.lever.co/v0/postings/coderio?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,24,24,6,24,UNKNOWN,UNKNOWN,0.0,2899.027,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,24,18,0,0,24,24,13,0,0,0,0,0,8,0,24,0.559,1,614500,2875.608
lever:rws,RWS,lever,rws,https://api.lever.co/v0/postings/rws?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,67,67,20,67,UNKNOWN,UNKNOWN,0.0,3215.059,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,67,47,0,0,67,67,0,4,0,2,0,0,0,0,67,1.301,1,789837,3196.793
lever:dozee,Dozee,lever,dozee,https://api.lever.co/v0/postings/dozee?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,20,20,6,15,UNKNOWN,UNKNOWN,0.25,2529.179,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,15,14,0,0,20,20,0,10,0,0,0,0,0,0,20,0.589,1,442757,2514.245
lever:pocketfm,Pocket FM,lever,pocketfm,https://api.lever.co/v0/postings/pocketfm?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,6,6,3,6,UNKNOWN,UNKNOWN,0.0,1799.112,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,6,3,0,0,6,6,0,2,0,0,0,0,2,0,6,5.884,1,63555,1791.823
lever:veeva,Veeva Systems,lever,veeva,https://api.lever.co/v0/postings/veeva?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,918,918,91,447,UNKNOWN,UNKNOWN,0.513072,7140.25,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,447,827,0,0,918,918,50,31,13,0,0,0,0,0,918,31.164,1,12999578,6747.711
lever:portagepointpartners,Portage Point Partners,lever,portagepointpartners,https://api.lever.co/v0/postings/portagepointpartners?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,52,52,3,51,UNKNOWN,UNKNOWN,0.019231,2663.103,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,51,49,0,0,52,52,1,30,1,0,0,0,0,0,52,4.654,1,733391,2598.96
lever:acceldata,Acceldata,lever,acceldata,https://api.lever.co/v0/postings/acceldata?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,41,41,0,37,UNKNOWN,UNKNOWN,0.097561,2616.884,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,37,41,0,0,41,41,17,15,12,0,0,0,0,0,38,4.406,1,561126,2598.979
lever:sophos,Sophos,lever,sophos,https://api.lever.co/v0/postings/sophos?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,88,88,20,80,UNKNOWN,UNKNOWN,0.090909,3353.475,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,80,68,0,0,88,88,5,9,1,0,0,0,1,0,84,1.732,1,2374784,3312.838
lever:levelai,Level AI,lever,levelai,https://api.lever.co/v0/postings/levelai?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,19,19,0,19,UNKNOWN,UNKNOWN,0.0,2349.804,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,19,19,0,0,19,19,13,16,13,0,0,0,0,0,19,1.522,1,226346,2337.369
lever:jumpcloud,JumpCloud,lever,jumpcloud,https://api.lever.co/v0/postings/jumpcloud?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,22,22,11,22,UNKNOWN,UNKNOWN,0.0,2619.077,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,22,11,0,0,22,22,6,11,4,21,0,0,0,0,22,0.775,1,390046,2607.784
lever:appzen,AppZen,lever,appzen,https://api.lever.co/v0/postings/appzen?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,19,19,4,19,UNKNOWN,UNKNOWN,0.0,2584.276,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,19,15,0,0,19,19,3,8,2,2,0,0,5,0,18,1.184,1,212659,2581.202
lever:cin7,Cin7,lever,cin7,https://api.lever.co/v0/postings/cin7?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,8,8,4,7,UNKNOWN,UNKNOWN,0.125,2009.284,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,7,4,0,0,8,8,0,0,0,0,0,0,0,0,8,0.707,1,109521,2006.105
lever:binance,Binance,lever,binance,https://api.lever.co/v0/postings/binance?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,313,313,56,306,UNKNOWN,UNKNOWN,0.022364,6335.061,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,306,257,0,0,313,313,74,2,0,0,0,0,15,0,253,5.02,1,3033297,6256.212
lever:biorender,BioRender,lever,biorender,https://api.lever.co/v0/postings/biorender?mode=json,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,1,1,0,1,UNKNOWN,UNKNOWN,0.0,1641.565,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.072,1,692,1616.239
greenhouse:groww,Groww,greenhouse,groww,https://boards-api.greenhouse.io/v1/boards/groww/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,7,7,5,7,UNKNOWN,UNKNOWN,0.0,394.587,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,7,2,0,0,7,7,0,7,0,0,0,0,0,0,0,1.518,1,46515,387.773
greenhouse:postman,Postman,greenhouse,postman,https://boards-api.greenhouse.io/v1/boards/postman/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,False,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,335.162,HTTPError: HTTP Error 404: Not Found,UNKNOWN: no candidate profile; synthetic proxy reported separately,,,,,,,,,,,,,,,,,,1,0,335.149
greenhouse:druva,Druva,greenhouse,druva,https://boards-api.greenhouse.io/v1/boards/druva/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,39,39,39,35,UNKNOWN,UNKNOWN,0.102564,487.809,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,35,0,0,0,39,39,10,14,5,0,0,0,0,0,0,0.717,1,381870,436.445
greenhouse:slice,Slice,greenhouse,slice,https://boards-api.greenhouse.io/v1/boards/slice/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,27,27,27,21,UNKNOWN,UNKNOWN,0.222222,450.942,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,21,0,0,0,1,1,6,0,0,4,0,0,0,0,0,0.607,1,262730,410.424
greenhouse:gitlab,GitLab,greenhouse,gitlab,https://boards-api.greenhouse.io/v1/boards/gitlab/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,213,213,213,198,UNKNOWN,UNKNOWN,0.070423,1813.742,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,198,0,0,0,213,213,95,29,20,186,0,0,0,0,0,5.604,1,3355625,1641.251
greenhouse:databricks,Databricks,greenhouse,databricks,https://boards-api.greenhouse.io/v1/boards/databricks/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,874,874,666,593,UNKNOWN,UNKNOWN,0.32151,3050.915,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,593,208,0,0,1,1,403,99,51,69,0,0,0,0,0,22.79,1,9525376,2548.399
greenhouse:twilio,Twilio,greenhouse,twilio,https://boards-api.greenhouse.io/v1/boards/twilio/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,142,142,142,122,UNKNOWN,UNKNOWN,0.140845,2298.34,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,122,0,0,0,142,142,45,13,5,142,0,0,0,0,0,10.255,1,2118239,2147.803
greenhouse:mongodb,MongoDB,greenhouse,mongodb,https://boards-api.greenhouse.io/v1/boards/mongodb/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,399,399,399,250,UNKNOWN,UNKNOWN,0.373434,1689.196,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,250,0,0,0,1,1,121,74,17,0,0,0,0,0,0,9.07,1,4520888,1396.255
greenhouse:elastic,Elastic,greenhouse,elastic,https://boards-api.greenhouse.io/v1/boards/elastic/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,357,357,357,188,UNKNOWN,UNKNOWN,0.473389,9275.968,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,188,0,0,0,1,1,164,15,1,0,0,0,0,0,0,8.871,1,7380831,8927.573
greenhouse:datadog,Datadog,greenhouse,datadog,https://boards-api.greenhouse.io/v1/boards/datadog/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,454,454,454,354,UNKNOWN,UNKNOWN,0.220264,3519.717,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,354,0,0,0,454,454,64,8,0,55,0,0,0,0,0,7.447,1,5718566,3296.134
greenhouse:cloudflare,Cloudflare,greenhouse,cloudflare,https://boards-api.greenhouse.io/v1/boards/cloudflare/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,381,381,381,364,UNKNOWN,UNKNOWN,0.044619,3662.588,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,364,0,0,0,381,381,97,1,0,4,0,0,0,0,0,24.394,1,6660089,3278.463
greenhouse:stripe,Stripe,greenhouse,stripe,https://boards-api.greenhouse.io/v1/boards/stripe/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,670,670,670,604,UNKNOWN,UNKNOWN,0.098507,1460.005,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,604,0,0,0,1,1,165,40,6,107,0,0,0,0,0,10.452,1,5185659,1250.724
greenhouse:netradyne,Netradyne,greenhouse,netradyne,https://boards-api.greenhouse.io/v1/boards/netradyne/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,26,26,11,26,UNKNOWN,UNKNOWN,0.0,420.103,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,26,15,0,0,1,1,5,14,5,1,0,0,0,0,0,0.476,1,401445,407.268
greenhouse:figma,Figma,greenhouse,figma,https://boards-api.greenhouse.io/v1/boards/figma/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,153,153,31,153,UNKNOWN,UNKNOWN,0.0,2500.221,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,153,122,0,0,153,153,26,1,0,0,0,0,0,0,0,2.911,1,1702989,2443.095
greenhouse:roku,Roku,greenhouse,roku,https://boards-api.greenhouse.io/v1/boards/roku/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,255,255,242,166,UNKNOWN,UNKNOWN,0.34902,1730.929,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,166,13,0,0,255,255,122,43,28,0,0,0,0,0,0,3.505,1,4331670,1593.088
greenhouse:flix,Flix,greenhouse,flix,https://boards-api.greenhouse.io/v1/boards/flix/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,153,153,105,126,UNKNOWN,UNKNOWN,0.176471,1504.004,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,126,48,0,0,153,153,14,21,1,0,0,0,0,0,0,3.851,1,2567113,1386.71
greenhouse:sumup,SumUp,greenhouse,sumup,https://boards-api.greenhouse.io/v1/boards/sumup/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,372,372,274,197,UNKNOWN,UNKNOWN,0.47043,1766.446,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,197,98,0,0,372,372,39,0,0,2,0,0,0,0,0,8.122,1,3849168,1567.976
greenhouse:ubiquiti,Ubiquiti,greenhouse,ubiquiti,https://boards-api.greenhouse.io/v1/boards/ubiquiti/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,173,173,23,151,UNKNOWN,UNKNOWN,0.127168,515.186,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,151,150,0,0,173,173,78,0,0,8,0,0,0,0,0,7.036,1,1366937,447.093
greenhouse:justworks,Justworks,greenhouse,justworks,https://boards-api.greenhouse.io/v1/boards/justworks/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,97,97,48,88,UNKNOWN,UNKNOWN,0.092784,702.224,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,88,49,0,0,97,97,18,0,0,17,0,0,0,0,0,1.512,1,1657335,622.841
greenhouse:tide,Tide,greenhouse,tide,https://boards-api.greenhouse.io/v1/boards/tide/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,80,80,80,49,UNKNOWN,UNKNOWN,0.3875,774.459,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,49,0,0,0,80,80,27,23,5,0,0,0,0,0,0,13.788,1,1458228,608.947
greenhouse:bitwarden,Bitwarden,greenhouse,bitwarden,https://boards-api.greenhouse.io/v1/boards/bitwarden/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,44,44,35,41,UNKNOWN,UNKNOWN,0.068182,412.627,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,41,9,0,0,44,44,15,22,10,19,0,0,0,0,0,0.758,1,367152,395.64
greenhouse:nice,NICE,greenhouse,nice,https://boards-api.greenhouse.io/v1/boards/nice/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,162,162,89,141,UNKNOWN,UNKNOWN,0.12963,1049.245,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,141,73,0,0,162,162,31,24,9,52,0,0,0,0,0,3.243,1,2496787,909.375
greenhouse:towerresearchcapital,Tower Research Capital,greenhouse,towerresearchcapital,https://boards-api.greenhouse.io/v1/boards/towerresearchcapital/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,89,89,21,78,UNKNOWN,UNKNOWN,0.123596,482.472,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,78,68,0,0,1,1,41,12,6,0,0,0,0,0,0,6.423,1,752003,424.882
greenhouse:dunnhumby,dunnhumby,greenhouse,dunnhumby,https://boards-api.greenhouse.io/v1/boards/dunnhumby/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,34,34,29,33,UNKNOWN,UNKNOWN,0.029412,1367.381,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,33,5,0,0,34,34,4,4,2,0,0,0,0,0,0,1.039,1,366005,1346.348
greenhouse:elsevier,Elsevier,greenhouse,elsevier,https://boards-api.greenhouse.io/v1/boards/elsevier/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,9,9,0,7,UNKNOWN,UNKNOWN,0.222222,398.053,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,7,9,0,0,9,9,0,0,0,7,0,0,0,0,0,0.229,1,274363,388.809
greenhouse:iris,Iris Software,greenhouse,iris,https://boards-api.greenhouse.io/v1/boards/iris/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,2,2,0,2,UNKNOWN,UNKNOWN,0.0,388.703,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0.155,1,16318,384.825
greenhouse:wise,Wise,greenhouse,wise,https://boards-api.greenhouse.io/v1/boards/wise/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,17,17,17,17,UNKNOWN,UNKNOWN,0.0,619.144,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,17,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0.544,1,78478,607.42
greenhouse:capco,Capco,greenhouse,capco,https://boards-api.greenhouse.io/v1/boards/capco/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,721,721,721,578,UNKNOWN,UNKNOWN,0.198336,2374.933,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,578,0,0,0,721,721,123,162,30,0,0,0,0,0,0,35.984,1,7798366,1930.333
greenhouse:wppproduction,WPP Production,greenhouse,wppproduction,https://boards-api.greenhouse.io/v1/boards/wppproduction/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,152,152,152,133,UNKNOWN,UNKNOWN,0.125,624.739,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,133,0,0,0,152,152,9,28,4,0,0,0,0,0,0,4.092,1,2165613,535.93
greenhouse:stratainformationgroup,Strata Information Group,greenhouse,stratainformationgroup,https://boards-api.greenhouse.io/v1/boards/stratainformationgroup/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,11,11,11,11,UNKNOWN,UNKNOWN,0.0,398.422,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,11,0,0,0,11,11,1,2,1,9,0,0,0,0,0,0.292,1,271474,379.739
greenhouse:indigo,Indigo,greenhouse,indigo,https://boards-api.greenhouse.io/v1/boards/indigo/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,2,2,0,2,UNKNOWN,UNKNOWN,0.0,335.394,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,2,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0.085,1,7917,335.066
greenhouse:mcafee,"McAfee, Inc.",greenhouse,mcafee,https://boards-api.greenhouse.io/v1/boards/mcafee/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,1,1,1,1,UNKNOWN,UNKNOWN,0.0,349.892,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.347,1,6941,349.598
greenhouse:unisonconsulting,Unison Consulting,greenhouse,unisonconsulting,https://boards-api.greenhouse.io/v1/boards/unisonconsulting/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,2,2,0,2,UNKNOWN,UNKNOWN,0.0,336.389,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,2,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0.201,1,27865,335.212
greenhouse:victrix,Victrix Systems & Labs,greenhouse,victrix,https://boards-api.greenhouse.io/v1/boards/victrix/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,3,3,2,3,UNKNOWN,UNKNOWN,0.0,341.157,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,3,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0.164,1,30014,340.019
greenhouse:okta,Okta,greenhouse,okta,https://boards-api.greenhouse.io/v1/boards/okta/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,325,325,325,288,UNKNOWN,UNKNOWN,0.113846,873.725,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,288,0,0,0,325,325,123,98,53,0,0,0,0,0,0,11.026,1,4218168,717.926
greenhouse:payoneer,Payoneer,greenhouse,payoneer,https://boards-api.greenhouse.io/v1/boards/payoneer/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,119,119,119,112,UNKNOWN,UNKNOWN,0.058824,4585.984,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,112,0,0,0,119,119,20,43,8,8,0,0,0,0,0,4.678,1,1996222,4479.203
greenhouse:accordionindia,Accordion India,greenhouse,accordionindia,https://boards-api.greenhouse.io/v1/boards/accordionindia/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,21,21,0,20,UNKNOWN,UNKNOWN,0.047619,408.112,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,20,21,0,0,21,21,3,21,3,0,0,0,0,0,0,0.435,1,303045,389.794
greenhouse:netskope,Netskope,greenhouse,netskope,https://boards-api.greenhouse.io/v1/boards/netskope/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,142,142,78,90,UNKNOWN,UNKNOWN,0.366197,645.93,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,90,64,0,0,1,1,32,18,11,0,0,0,0,0,0,3.166,1,1567816,558.848
greenhouse:avathon,Avathon,greenhouse,avathon,https://boards-api.greenhouse.io/v1/boards/avathon/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,37,37,5,37,UNKNOWN,UNKNOWN,0.0,428.092,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,37,32,0,0,1,1,10,17,6,3,0,0,0,0,0,0.633,1,671004,408.059
greenhouse:newrelic,New Relic,greenhouse,newrelic,https://boards-api.greenhouse.io/v1/boards/newrelic/jobs?content=true,public JSON GET,UNKNOWN: no per-board metadata,True,{},single response; no adapter pagination,config.py:196,none,True,49,49,49,38,UNKNOWN,UNKNOWN,0.22449,919.315,UNKNOWN,UNKNOWN: no candidate profile; synthetic proxy reported separately,UNKNOWN,38,0,0,0,49,49,13,11,5,0,0,0,0,0,0,0.899,1,597180,902.2
